Longitude (deg),Latitude (deg)
1.269866642590000083e+02,3.455369700700003932e+01
1.269941512380000859e+02,3.454067617400005474e+01
1.269389754570000832e+02,3.449591705900007810e+01
1.269407658210000136e+02,3.445457591400008823e+01
1.269314070970000330e+02,3.444769928600004505e+01
1.269047957690000885e+02,3.445868561400004637e+01
1.268960067070000832e+02,3.444993724200008955e+01
1.268918563160000303e+02,3.444013092700004108e+01
1.268923445970000330e+02,3.442938873900004637e+01
1.268979598320000832e+02,3.441771067900003800e+01
1.268850203790000251e+02,3.442108795800004373e+01
1.268570255870000665e+02,3.443756745000007413e+01
1.268186141290000251e+02,3.444684479400007149e+01
1.268098250660000303e+02,3.445123932500007413e+01
1.268020125660000303e+02,3.447040436400004637e+01
1.268061629570000832e+02,3.452106354400007149e+01
1.268023380870000665e+02,3.454067617400005474e+01
1.268078719410000303e+02,3.455316803600004505e+01
1.268066512380000859e+02,3.456854889500004901e+01
1.268000594410000303e+02,3.458201732000003403e+01
1.267886662120000665e+02,3.458905670800004373e+01
1.267778426440000885e+02,3.458649323100007678e+01
1.267669376960000136e+02,3.457802969000005078e+01
1.267585555350000277e+02,3.456720612200007281e+01
1.267552189460000136e+02,3.455768463700007942e+01
1.267592879570000832e+02,3.454385000200005607e+01
1.267656356130000859e+02,3.453180573100007678e+01
1.267659611340000083e+02,3.452338288000004241e+01
1.267351180350000277e+02,3.451487864800003535e+01
1.267391056650000110e+02,3.450267161700008955e+01
1.267614852220000330e+02,3.447919342700004108e+01
1.267231551440000885e+02,3.446084219000005078e+01
1.267087508470000330e+02,3.444989655200004108e+01
1.267236434250000912e+02,3.444501373900004637e+01
1.267270613940000885e+02,3.444277578300005871e+01
1.267280379570000832e+02,3.443789297100005342e+01
1.267268986340000083e+02,3.443301015800005871e+01
1.267236434250000912e+02,3.443081289300005210e+01
1.267175399100000277e+02,3.443183014500004901e+01
1.267082625660000303e+02,3.443646881700004769e+01
1.267033797540000251e+02,3.443756745000007413e+01
1.266901961600000277e+02,3.443593984600005342e+01
1.266875106130000859e+02,3.443134186400004637e+01
1.266873478520000162e+02,3.442389557500007413e+01
1.266822208990000718e+02,3.441400788000004241e+01
1.266744083990000718e+02,3.440965403900008823e+01
1.266447860040000251e+02,3.440346914300005210e+01
1.266336369150000110e+02,3.439569733300004373e+01
1.266296492850000277e+02,3.438922760600007678e+01
1.266053166020000162e+02,3.432168203300005871e+01
1.266032820970000330e+02,3.431199778900008823e+01
1.266032820970000330e+02,3.430044179900005474e+01
1.265788680350000277e+02,3.430475495000007413e+01
1.265328068370000665e+02,3.429222239800003535e+01
1.265212508470000330e+02,3.429417552300003535e+01
1.265198673840000083e+02,3.430597565300007545e+01
1.265293074880000859e+02,3.433002350500004241e+01
1.265274357430000691e+02,3.434137604400007149e+01
1.265183211600000277e+02,3.434784577000004901e+01
1.265057072270000162e+02,3.434992096600007017e+01
1.264795841810000638e+02,3.434882233300004373e+01
1.264795841810000638e+02,3.435504791900007149e+01
1.264848738940000885e+02,3.436082591400008823e+01
1.264865828790000251e+02,3.436481354400007149e+01
1.264885360040000251e+02,3.438056061400004637e+01
1.264919539720000330e+02,3.438108958500004064e+01
1.264964298840000083e+02,3.437986888200003932e+01
1.265007430350000277e+02,3.438231028900008823e+01
1.265149031910000303e+02,3.440355052300003535e+01
1.265175887380000859e+02,3.441376373900004637e+01
1.265137638680000691e+02,3.442397695500005739e+01
1.265087996750000912e+02,3.442723216400008823e+01
1.265014754570000832e+02,3.442934804900005474e+01
1.264865828790000251e+02,3.443081289300005210e+01
1.264758406910000303e+02,3.443325429900005474e+01
1.264743758470000330e+02,3.443866608300004373e+01
1.264773055350000277e+02,3.444358958500004064e+01
1.264795841810000638e+02,3.444501373900004637e+01
1.264799910820000832e+02,3.445783112200007281e+01
1.264837345710000136e+02,3.447016022300005034e+01
1.264819442070000832e+02,3.447675202000004901e+01
1.264659123060000638e+02,3.447235748900004637e+01
1.264703068370000665e+02,3.449648672100005342e+01
1.264902449880000859e+02,3.450861237200007281e+01
1.265168563160000303e+02,3.451284414300005210e+01
1.265417586600000277e+02,3.451333242400005474e+01
1.265372013680000691e+02,3.452106354400007149e+01
1.265310164720000330e+02,3.452700429900005474e+01
1.265232039720000330e+02,3.453115469000005078e+01
1.265137638680000691e+02,3.453384023600006003e+01
1.265295516290000251e+02,3.454295482000003403e+01
1.265393172540000251e+02,3.455361562700005607e+01
1.265396427740000718e+02,3.456297435100003668e+01
1.265274357430000691e+02,3.456854889500004901e+01
1.265229598320000832e+02,3.456708405200004108e+01
1.265139266290000251e+02,3.455780670800004373e+01
1.265075789720000330e+02,3.455426666900007149e+01
1.264992781910000303e+02,3.455434804900005474e+01
1.264863387380000859e+02,3.456093984600005342e+01
1.264795841810000638e+02,3.456110260600007678e+01
1.264734806650000110e+02,3.455654531500005078e+01
1.264693302740000718e+02,3.454970937700005607e+01
1.264659123060000638e+02,3.454067617400005474e+01
1.264570418630000859e+02,3.453904857000003403e+01
1.264484969410000303e+02,3.453929271000004064e+01
1.264387313160000303e+02,3.454067617400005474e+01
1.264173283210000136e+02,3.454035065300007545e+01
1.264056095710000136e+02,3.453864166900007149e+01
1.263908797540000251e+02,3.453384023600006003e+01
1.263890080090000083e+02,3.454970937700005607e+01
1.263804630870000665e+02,3.455890534100007017e+01
1.263567000660000303e+02,3.456854889500004901e+01
1.263570255870000665e+02,3.457172272300005034e+01
1.263520613940000885e+02,3.457977936400004637e+01
1.263460392590000083e+02,3.458462148600006003e+01
1.263430281910000303e+02,3.457819245000007413e+01
1.263400985040000251e+02,3.457436758000005739e+01
1.263330184250000912e+02,3.457099030200004108e+01
1.263249617850000277e+02,3.456964752800007545e+01
1.263186141290000251e+02,3.457168203300005871e+01
1.262978621750000912e+02,3.458803945500005739e+01
1.262952580090000083e+02,3.458905670800004373e+01
1.262918400400000110e+02,3.459910716400008823e+01
1.262935490240000718e+02,3.460199616100004505e+01
1.262976180350000277e+02,3.460333893400007810e+01
1.263015242850000277e+02,3.460887278900008823e+01
1.263055119150000110e+02,3.460419342700004108e+01
1.263155216810000638e+02,3.460407135600007678e+01
1.263227645190000885e+02,3.460887278900008823e+01
1.263186141290000251e+02,3.461912669500003403e+01
1.262918400400000110e+02,3.462995026200007942e+01
1.262710880870000665e+02,3.464248281500005078e+01
1.262693791020000162e+02,3.467129140800005871e+01
1.262780867850000277e+02,3.470331452000004901e+01
1.262885848320000832e+02,3.472557200700003932e+01
1.262896427740000718e+02,3.473314036700008955e+01
1.262888289720000330e+02,3.474241771000004064e+01
1.262902938160000303e+02,3.475023021000004064e+01
1.262984318370000665e+02,3.475348541900007149e+01
1.263059188160000303e+02,3.475287506700004769e+01
1.263137313160000303e+02,3.475104401200007942e+01
1.263195906910000303e+02,3.474774811400004637e+01
1.263261824880000859e+02,3.473582591400008823e+01
1.263567000660000303e+02,3.469822825700003932e+01
1.263471785820000832e+02,3.468789297100005342e+01
1.263442488940000885e+02,3.467788320500005739e+01
1.263459578790000251e+02,3.466766998900004637e+01
1.263492130870000665e+02,3.465668366100004505e+01
1.263698836600000277e+02,3.460887278900008823e+01
1.263823348320000832e+02,3.460272858300004373e+01
1.264318953790000251e+02,3.459589264500004901e+01
1.264531356130000859e+02,3.458380768400007810e+01
1.264646102220000330e+02,3.458466217700004108e+01
1.264727482430000691e+02,3.460203685100003668e+01
1.264615177740000718e+02,3.460065338700007942e+01
1.264555770190000885e+02,3.460309479400007149e+01
1.264349971470001037e+02,3.460678590300005908e+01
1.264252993120001065e+02,3.461927176900007908e+01
1.264125665420000360e+02,3.462976606800003765e+01
1.264161076180000691e+02,3.465273672100005342e+01
1.264029017750000321e+02,3.465074783000005709e+01
1.263965190110000094e+02,3.463660422200007361e+01
1.263861337410000942e+02,3.463583540500007985e+01
1.263798547869999993e+02,3.465450554200003808e+01
1.263767754240000158e+02,3.467947015200007854e+01
1.263843793720000122e+02,3.469369878600008406e+01
1.263786128890000100e+02,3.471118216300004633e+01
1.264059694750000062e+02,3.471340801300004841e+01
1.264478811570000971e+02,3.470587856300005569e+01
1.264533363520000648e+02,3.469788382400008686e+01
1.264506942070000832e+02,3.468488190300007545e+01
1.264509383470000330e+02,3.468085358300004373e+01
1.264505314460000136e+02,3.467698802300003535e+01
1.264528914720000330e+02,3.467096588700007942e+01
1.264633059940000521e+02,3.466542139300008785e+01
1.264693624860000227e+02,3.465867434500006539e+01
1.264823997839999947e+02,3.465166988900006118e+01
1.265003454650000094e+02,3.464581857600006742e+01
1.265111932700000352e+02,3.463715482700007442e+01
1.265251259210000399e+02,3.462890229200007752e+01
1.265357113300000265e+02,3.462317762500003937e+01
1.265400496750000912e+02,3.462759023600006003e+01
1.265191113450000557e+02,3.465036980700006097e+01
1.265315560620000497e+02,3.465259658800005127e+01
1.265500378420000516e+02,3.464383003300008568e+01
1.265738725790000672e+02,3.463311135300006072e+01
1.266027010030001065e+02,3.462553248100005021e+01
1.266236271490000718e+02,3.462995026200007942e+01
1.266025496750000912e+02,3.463287995000007413e+01
1.265854598320000832e+02,3.464179108300004373e+01
1.265554305350000277e+02,3.466351959800005034e+01
1.265627547540000251e+02,3.467096588700007942e+01
1.265411076180000691e+02,3.468398672100005342e+01
1.265083927740000718e+02,3.471849192900003800e+01
1.264902449880000859e+02,3.472557200700003932e+01
1.264653426440000885e+02,3.472968170800004373e+01
1.264357674410000527e+02,3.472810539400006746e+01
1.264153751960000136e+02,3.473899974200008955e+01
1.263901786020001055e+02,3.473339745500004483e+01
1.263670599460000403e+02,3.473966441200008148e+01
1.263640169080000533e+02,3.474916010800006916e+01
1.263783168730000170e+02,3.476388770600004818e+01
1.263923284070000363e+02,3.476860745200008296e+01
1.264221279070000037e+02,3.476478357100006633e+01
1.264601485990000356e+02,3.477875539200005051e+01
1.265058699880000859e+02,3.475104401200007942e+01
1.265212508470000330e+02,3.475348541900007149e+01
1.265251570970000330e+02,3.475128815300007545e+01
1.265275985040000251e+02,3.474925364800003535e+01
1.265302840500000912e+02,3.474750397300005034e+01
1.265349227220000330e+02,3.474603913000004241e+01
1.265305281910000303e+02,3.476528554900005474e+01
1.265324813160000303e+02,3.478286367400005474e+01
1.265444442070000832e+02,3.479572174700007281e+01
1.265689396490000718e+02,3.480072663000004241e+01
1.266147567070000832e+02,3.478945547100005342e+01
1.266381942070000832e+02,3.478803131700004769e+01
1.266311141290000251e+02,3.480072663000004241e+01
1.266465763680000691e+02,3.480711497600003668e+01
1.266548771490000718e+02,3.480853913000004241e+01
1.266652938160000303e+02,3.480809153900008823e+01
1.266504012380000859e+02,3.482217031500005078e+01
1.266276961600000277e+02,3.482558828300005871e+01
1.265757755870000665e+02,3.482176341400008823e+01
1.265796818370000665e+02,3.483144765800005871e+01
1.265783797540000251e+02,3.483803945500005739e+01
1.265757755870000665e+02,3.484487539300005210e+01
1.265757755870000665e+02,3.485529205900007810e+01
1.265794376960000136e+02,3.486188385600007678e+01
1.265847274100000277e+02,3.486676666900007149e+01
1.265891219410000303e+02,3.487287018400007810e+01
1.265894474620000665e+02,3.488324616100004505e+01
1.265813908210000136e+02,3.489801666900007149e+01
1.265676375660000303e+02,3.490143463700007942e+01
1.265527449880000859e+02,3.489569733300004373e+01
1.265417586600000277e+02,3.488324616100004505e+01
1.265405379570000832e+02,3.487494538000004241e+01
1.265471297540000251e+02,3.485809967700004108e+01
1.265485945970000330e+02,3.484906647300005034e+01
1.265468856130000859e+02,3.484772370000007413e+01
1.265349227220000330e+02,3.482802969000005078e+01
1.265236922540000251e+02,3.479393138200003932e+01
1.265132755870000665e+02,3.478229401200007942e+01
1.264934188160000303e+02,3.478082916900007149e+01
1.264934188160000303e+02,3.478314850500004241e+01
1.264871525400000110e+02,3.478705475500004241e+01
1.264912215500000912e+02,3.479238515800005871e+01
1.264965926440000885e+02,3.480280182500007413e+01
1.265007430350000277e+02,3.480809153900008823e+01
1.264871525400000110e+02,3.481378815300007545e+01
1.264780379570000832e+02,3.481045156500005078e+01
1.264692488940000885e+02,3.480410390800005871e+01
1.264560653000000912e+02,3.480072663000004241e+01
1.264294539720000330e+02,3.480560944200004769e+01
1.264209904310000638e+02,3.480231354400007149e+01
1.264193179080000391e+02,3.479198817900004315e+01
1.264056095710000136e+02,3.479218170800004373e+01
1.263840438160000303e+02,3.478632233300004373e+01
1.263735457690000885e+02,3.479071686400004637e+01
1.263701278000000912e+02,3.480133698100007678e+01
1.263772892590000083e+02,3.481126536700008955e+01
1.263977156910000303e+02,3.482802969000005078e+01
1.264051212900000110e+02,3.483722565300007545e+01
1.264092716810000638e+02,3.484446849200008955e+01
1.264109806650000110e+02,3.485126373900004637e+01
1.264113875660000303e+02,3.485903554900005474e+01
1.264087020190000885e+02,3.487396881700004769e+01
1.264121199880000859e+02,3.488133372600003668e+01
1.264250594410000303e+02,3.489069245000007413e+01
1.264126082690000885e+02,3.489874909100007017e+01
1.264017033210000136e+02,3.491547272300005034e+01
1.263957625660000303e+02,3.493504466400008823e+01
1.263977156910000303e+02,3.495148346600007017e+01
1.264116317070000832e+02,3.496198151200007942e+01
1.264305119150000110e+02,3.497260163000004241e+01
1.264363712900000110e+02,3.498139069200004769e+01
1.264113875660000303e+02,3.498627350500004241e+01
1.263999943370000665e+02,3.498456452000004901e+01
1.263933211600000277e+02,3.497980377800007545e+01
1.263879500660000303e+02,3.497483958500004064e+01
1.263803817070000832e+02,3.497260163000004241e+01
1.263706160820000832e+02,3.496849192900003800e+01
1.263720809250000912e+02,3.495872630400003800e+01
1.263769637380000859e+02,3.494725169500003403e+01
1.263772892590000083e+02,3.493789297100005342e+01
1.263632918630000859e+02,3.492743561400004637e+01
1.263452254570000832e+02,3.492641836100006003e+01
1.263277287120000665e+02,3.493109772300005034e+01
1.263151961600000277e+02,3.493789297100005342e+01
1.263247176440000885e+02,3.494326406500005078e+01
1.263288680350000277e+02,3.494472890800005871e+01
1.263200789720000330e+02,3.494989655200004108e+01
1.263125919930000691e+02,3.495612213700007942e+01
1.263064070970000330e+02,3.496356842700004108e+01
1.263015242850000277e+02,3.497260163000004241e+01
1.263129988940000885e+02,3.497744375200005607e+01
1.263242293630000859e+02,3.497695547100005342e+01
1.263492130870000665e+02,3.497260163000004241e+01
1.263462020190000885e+02,3.499408600500004241e+01
1.263741154310000638e+02,3.501683177300003535e+01
1.263667098320000832e+02,3.503778717700004108e+01
1.263382267590000083e+02,3.507013580900007810e+01
1.263206486340000083e+02,3.508331940300007545e+01
1.263015242850000277e+02,3.508869049700007281e+01
1.263094181650000110e+02,3.506622955900007810e+01
1.263025008470000330e+02,3.505337148600006003e+01
1.262883406910000303e+02,3.505296458500004064e+01
1.262741805350000277e+02,3.506818268400007810e+01
1.262835392590000083e+02,3.507884349200008955e+01
1.262578231130000859e+02,3.510683828300005871e+01
1.262542423840000083e+02,3.512343984600005342e+01
1.262686466810000638e+02,3.513715241100004505e+01
1.262890731130000859e+02,3.513939036700008955e+01
1.263072208990000718e+02,3.513178131700004769e+01
1.263151961600000277e+02,3.511595286700008955e+01
1.263278914720000330e+02,3.512262604400007149e+01
1.263349715500000912e+02,3.513410065300007545e+01
1.263430281910000303e+02,3.515696849200008955e+01
1.263501082690000885e+02,3.514557526200007942e+01
1.263514103520000162e+02,3.513597239800003535e+01
1.263487248060000638e+02,3.511749909100007017e+01
1.263442488940000885e+02,3.510814036700008955e+01
1.263430281910000303e+02,3.510236237200007281e+01
1.263449813160000303e+02,3.509642161700008955e+01
1.263489689460000136e+02,3.509642161700008955e+01
1.263536076180000691e+02,3.509784577000004901e+01
1.263567000660000303e+02,3.509613678600004505e+01
1.263606876960000136e+02,3.508295319200004769e+01
1.263616642590000083e+02,3.507729726800005210e+01
1.263653263680000691e+02,3.507404205900007810e+01
1.263772892590000083e+02,3.506818268400007810e+01
1.263869735040000251e+02,3.506537506700004769e+01
1.264038192070000832e+02,3.506488678600004505e+01
1.264113875660000303e+02,3.506134674700007281e+01
1.264056095710000136e+02,3.504995351800005210e+01
1.264072371750000912e+02,3.503896719000005078e+01
1.264143986340000083e+02,3.502875397300005034e+01
1.264250594410000303e+02,3.501976146000004064e+01
1.264502873060000638e+02,3.506659577000004901e+01
1.264528914720000330e+02,3.508246491100004505e+01
1.264524031910000303e+02,3.510028717700004108e+01
1.264475203790000251e+02,3.510667552300003535e+01
1.264287215500000912e+02,3.511054108300004373e+01
1.264207462900000110e+02,3.511420319200004769e+01
1.264141544930000691e+02,3.511969635600007678e+01
1.264039005870000665e+02,3.514215729400007149e+01
1.263711043630000859e+02,3.517352936400004637e+01
1.263635360040000251e+02,3.518797435100003668e+01
1.263657332690000885e+02,3.519285716400008823e+01
1.263703719410000303e+02,3.519696686400004637e+01
1.263750919930000691e+02,3.520237864800003535e+01
1.263772892590000083e+02,3.521161530200004108e+01
1.263667098320000832e+02,3.521771881700004769e+01
1.263615828790000251e+02,3.522565338700007942e+01
1.263635360040000251e+02,3.523948802300003535e+01
1.263506779310000638e+02,3.523533763200003932e+01
1.263374129570000832e+02,3.523358795800004373e+01
1.263089298840000083e+02,3.523330312700005607e+01
1.263200789720000330e+02,3.524457428600004505e+01
1.263383895190000885e+02,3.524803294500003403e+01
1.263591414720000330e+02,3.524896881700004769e+01
1.263772892590000083e+02,3.525259023600006003e+01
1.263713485040000251e+02,3.525446198100007678e+01
1.263681746750000912e+02,3.525674062700005607e+01
1.263645125660000303e+02,3.525873444200004769e+01
1.263567000660000303e+02,3.525999583500004064e+01
1.263615828790000251e+02,3.526902903900008823e+01
1.263674422540000251e+02,3.527431875200005607e+01
1.263738712900000110e+02,3.527838776200007942e+01
1.263803817070000832e+02,3.528416575700003932e+01
1.263837996750000912e+02,3.529173411700008955e+01
1.263821720710000136e+02,3.529828522300005034e+01
1.263789982430000691e+02,3.530459219000005078e+01
1.263772892590000083e+02,3.531150950700003932e+01
1.263807072270000162e+02,3.532709381700004769e+01
1.263894149100000277e+02,3.534247467700004108e+01
1.264113875660000303e+02,3.536985911700008955e+01
1.264172469410000303e+02,3.536489492400005474e+01
1.264318953790000251e+02,3.534935130400003800e+01
1.264495548840000083e+02,3.534495677300003535e+01
1.264585067070000832e+02,3.534544505400003800e+01
1.264560653000000912e+02,3.535276927300003535e+01
1.264231063160000303e+02,3.538336823100007678e+01
1.264182235040000251e+02,3.539402903900008823e+01
1.264255477220000330e+02,3.541766998900004637e+01
1.264427189460000136e+02,3.544692617400005474e+01
1.264698142350000580e+02,3.549852640700004258e+01
1.264926632789999985e+02,3.552533300700008567e+01
1.265252829910000401e+02,3.553485769700006358e+01
1.265624499689999993e+02,3.554108744400008391e+01
1.265942327010000099e+02,3.554248771200008150e+01
1.266088942950000273e+02,3.555205609100005404e+01
1.266229774910000287e+02,3.556861206000007769e+01
1.266428893990000688e+02,3.557277499300005275e+01
1.266607365240000718e+02,3.555646393400007810e+01
1.266790470710000136e+02,3.553803131700004769e+01
1.266924748060000638e+02,3.553436920800004373e+01
1.266794539720000330e+02,3.557172272300005034e+01
1.266701766290000251e+02,3.558869049700007281e+01
1.266550399100000277e+02,3.559577057500007413e+01
1.265131577810000181e+02,3.557689651800006914e+01
1.264637359960000822e+02,3.560197285700007797e+01
1.264667436340000677e+02,3.562887469100007820e+01
1.264675589910000326e+02,3.563963844700003847e+01
1.264909774100000277e+02,3.564911530200004108e+01
1.265114156950000961e+02,3.566553251100003763e+01
1.265303347220000205e+02,3.568316430500004799e+01
1.265603457470000421e+02,3.569739179500004411e+01
1.265971677010001031e+02,3.571389019400004372e+01
1.266251322500000924e+02,3.574562583500005530e+01
1.266293890080000892e+02,3.577548057900008871e+01
1.266447547200000372e+02,3.578290180400006193e+01
1.266561167210001031e+02,3.578873572100008005e+01
1.266621536680000872e+02,3.579299834500005772e+01
1.266980229470000268e+02,3.579593945900006702e+01
1.267331272280000576e+02,3.579241505100003451e+01
1.267553817070000832e+02,3.577846914300005210e+01
1.267713322270000162e+02,3.577521393400007810e+01
1.267819930350000277e+02,3.576023997600003668e+01
1.267861434250000912e+02,3.576837799700007281e+01
1.267895613940000885e+02,3.577968984600005342e+01
1.267910262380000859e+02,3.579144928600004505e+01
1.267776682480000545e+02,3.580009244600006468e+01
1.267684647440000845e+02,3.580555532700003596e+01
1.267493441320000329e+02,3.581325744000008626e+01
1.267276222850000522e+02,3.582527849800004560e+01
1.267099715500000912e+02,3.583600495000007413e+01
1.267006942070000832e+02,3.583982982000003403e+01
1.267033797540000251e+02,3.584845612200007281e+01
1.267116805350000277e+02,3.585773346600007017e+01
1.267199813160000303e+02,3.586326732000003403e+01
1.267290958990000718e+02,3.586497630400003800e+01
1.267849227220000330e+02,3.586204661700008955e+01
1.267971297540000251e+02,3.586286041900007149e+01
1.268061629570000832e+02,3.586668528900008823e+01
1.268122664720000330e+02,3.587567780200004108e+01
1.268145451180000691e+02,3.588304271000004064e+01
1.268193465500000912e+02,3.588812897300005034e+01
1.268330998060000638e+02,3.589004140800005871e+01
1.268374943370000665e+02,3.589329661700008955e+01
1.268322860040000251e+02,3.590062083500004064e+01
1.268216251960000136e+02,3.590814850500004241e+01
1.268098250660000303e+02,3.591168854400007149e+01
1.268066512380000859e+02,3.590965403900008823e+01
1.267331649100000277e+02,3.588556549700007281e+01
1.267085067070000832e+02,3.588458893400007810e+01
1.266600909960000081e+02,3.588715780100005759e+01
1.266122889320000695e+02,3.589022422000005008e+01
1.266118381510000290e+02,3.590743966800005182e+01
1.266088093030000437e+02,3.593112676400005512e+01
1.265995757350000304e+02,3.593765363000005664e+01
1.265697397400000455e+02,3.594595198400008940e+01
1.265257356580000305e+02,3.594035890900005370e+01
1.265214167360001056e+02,3.597052000300004693e+01
1.266120459710000432e+02,3.597843008900008499e+01
1.266613351470000453e+02,3.598339864800004761e+01
1.267111922540000251e+02,3.598578522300005034e+01
1.267273055350000277e+02,3.599363841400008823e+01
1.267444767590000083e+02,3.598956940300007545e+01
1.267654728520000162e+02,3.599827708500004064e+01
1.268023380870000665e+02,3.602094147300005034e+01
1.268491317070000832e+02,3.603603750200005607e+01
1.268689070970000330e+02,3.604751211100006003e+01
1.268706974620000665e+02,3.606195709800005034e+01
1.268121037120000665e+02,3.604730866100004505e+01
1.267915145190000885e+02,3.604218170800004373e+01
1.267713322270000162e+02,3.603091054900005474e+01
1.267544051440000885e+02,3.601772695500005739e+01
1.267356876960000136e+02,3.601044342700004108e+01
1.267133895190000885e+02,3.600739166900007149e+01
1.266924748060000638e+02,3.599990469000005078e+01
1.266772567070000832e+02,3.600592682500007413e+01
1.266721297540000251e+02,3.601288483300004373e+01
1.266705021490000718e+02,3.602204010600007678e+01
1.266652938160000303e+02,3.603461334800005034e+01
1.266569930350000277e+02,3.604547760600007678e+01
1.266401473320000832e+02,3.606342194200004769e+01
1.266311141290000251e+02,3.607558828300005871e+01
1.266450301440000885e+02,3.608470286700008955e+01
1.266385197270000162e+02,3.609096914300005210e+01
1.266248478520000162e+02,3.609560781500005078e+01
1.266123283670000319e+02,3.609899244200005342e+01
1.265894474620000665e+02,3.613080475500004241e+01
1.265718686520000347e+02,3.613697874200005344e+01
1.265585733560000108e+02,3.613076369800006660e+01
1.265522815390000915e+02,3.613080877800007329e+01
1.265517676880000408e+02,3.614182264700008318e+01
1.265291722560000380e+02,3.615351413200005481e+01
1.265096475800000917e+02,3.615102477900006761e+01
1.265035794860000351e+02,3.613219012500007921e+01
1.265002547540000251e+02,3.612571849200008955e+01
1.264934188160000303e+02,3.613080475500004241e+01
1.264974011720000817e+02,3.616001868200004310e+01
1.265313568130000021e+02,3.617393972800005031e+01
1.265613412380000682e+02,3.618158844000004137e+01
1.266032820970000330e+02,3.617182038000004241e+01
1.265884708990000718e+02,3.619159577000004901e+01
1.265800887380000859e+02,3.619936758000005739e+01
1.265689396490000718e+02,3.620595937700005607e+01
1.265622664720000330e+02,3.620722077000004901e+01
1.265542912120000665e+02,3.620343659100007017e+01
1.265485945970000330e+02,3.620595937700005607e+01
1.265411076180000691e+02,3.621255117400005474e+01
1.265349227220000330e+02,3.621963125200005607e+01
1.265559188160000303e+02,3.626626211100006003e+01
1.265679630870000665e+02,3.628681061400004637e+01
1.265826115240000718e+02,3.629466380400003800e+01
1.265715438160000303e+02,3.630560944200004769e+01
1.265290633470000330e+02,3.631610748900004637e+01
1.265137638680000691e+02,3.632265859600005342e+01
1.265288192070000832e+02,3.633388906500005078e+01
1.265733341810000638e+02,3.634259674700007281e+01
1.265826115240000718e+02,3.635301341400008823e+01
1.265761824880000859e+02,3.636627838700007942e+01
1.265603947270000162e+02,3.636961497600003668e+01
1.265274357430000691e+02,3.636977773600006003e+01
1.265205998060000638e+02,3.637360260600007678e+01
1.265087996750000912e+02,3.638519928600004505e+01
1.265007430350000277e+02,3.639093659100007017e+01
1.265007430350000277e+02,3.639769114800003535e+01
1.265137638680000691e+02,3.639769114800003535e+01
1.264987793760000159e+02,3.642010585900004571e+01
1.265168953000001011e+02,3.642818714700007376e+01
1.265375365920000377e+02,3.643322090100008381e+01
1.265567775900000242e+02,3.645582983400004196e+01
1.265979599190000044e+02,3.646507264600006692e+01
1.266174422540000251e+02,3.647345612200007281e+01
1.265590926440000885e+02,3.647345612200007281e+01
1.265450138680000691e+02,3.646698639500004901e+01
1.265234481130000859e+02,3.644110748900004637e+01
1.265075789720000330e+02,3.643866608300004373e+01
